project_name,address,Project status,table_data,Unit_Types,rera_no,link,project_by,about_project,possesion,amenities_list,about_builder,Build_Up_Area,project_specification,Price,location,launched
R Ks Dream City I,,Ready-to-move,"[{u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\t\t\t\t\t\t\t', u'Super Built-Up Area': u'NA', u'Unit Types': u'\n\t\t\t\t\t\t\t\t Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}]","
								 Apartment
								Availability*: Sold out
							",,https://www.commonfloor.com/r-ks-dream-city-i-hyderabad/povp-8es3ik,By R K Township Group in Ameerpet,,,{},,NA,,"
														NA							",Ameerpet,
Lahari  Dheeksha Apartments,,Ready-to-move,"[{u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\t\t\t\t\t\t\t', u'Super Built-Up Area': u'NA', u'Unit Types': u'\n\t\t\t\t\t\t\t\t Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}]","
								 Apartment
								Availability*: Sold out
							",,https://www.commonfloor.com/lahari-dheeksha-apartments-hyderabad/povp-hb8xj4,By Lahari Constructions Hyderabad in Ameerpet,,,{u'Outdoor Games': u'Play Area'},,NA,,"
														NA							",Ameerpet,
Legend Jagannath,,Ready-to-move,"[{u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t \n\t\t\t\t\t\t\t\t\t\t\t\t\t\t45.04L \t\t\t\t\t\t\t', u'Super Built-Up Area': u'1001 sq.ft', u'Unit Types': u'\n\t\t\t\t\t\t\t\t2 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}, {u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t \n\t\t\t\t\t\t\t\t\t\t\t\t\t\t58.68L  - 82.93L \t\t\t\t\t\t\t', u'Super Built-Up Area': u'1304 - 1843 sq.ft', u'Unit Types': u'\n\t\t\t\t\t\t\t\t3 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}]","
								3 BHK Apartment
								Availability*: Sold out
							",,https://www.commonfloor.com/legend-jagannath-hyderabad/povp-sukkys,By Legend Estates Pvt. Ltd. in Ameerpet,,,"{u'Outdoor Games': u'Play Area', u'Safety & Security': u'CCTV Cameras                            \n                                \n                                Gated community                            \n                                \n                                Security', u'Infrastructure': u'Vaastu / Feng Shui', u'Fitness': u'Swimming Pool                            \n                                \n                                Gymnasium', u'Green Living': u'Rain Water Harvesting', u'Network & Connectivity': u'Intercom', u'Convenience': u'Lift                            \n                                \n                                24Hr Backup Electricity', u'Landscape': u'Landscaped Garden'}",,1304 - 1843 sq.ft,"
                                          GeneralFrame work 
Reinforced Cement Concrete

Super Structure 
Flyash Bricks
Out side walls 9” thick
Internal walls 4.5” thick

Doors
Main door with teak wood frames & teak wood shutters
Designer internal flush doors with teak woodframes
Top quality fittings on all doors.

Windows 
UPVC Window systems.

Electrical
Concealed copper wiring with adequate points for TV, Exhaust Fans, Geyser, AC etc., MCB will be provided in all apartments.
Standby generator shall be provided.
Wiring Make:Polycab
Switches Make :Legrand

Flooring
Johnson / Euro Tiles or equivalent make

Sanitary
Colored Ceramic tiles up to 7 ft height
Concealed Pipeline, Ivory colored Washbasin
Colored Indian or European commode matching with tiles, standard fittings and provision for Geyser in Toilets.
Bath Tub will be provided in the master bed room toilets as planned
Tiles Make :Johnson Tiles or Equivalent Brand
Basins Make :Parry ware /Cera or Equivalent Brand
Standard Fittings:Jaguar

Plastering
Smooth finish to internal walls.
Sponge finish to external walls.

Painting
Plastic emulsion with NCLAltek or Luppam on Internal walls
Cement paint on external façade.
Front elevation with RENOVO texture paint.
Reinforced Cement Concrete

Kitchen
Granite platform with sink.
2 ft height Dado with tiles above the counter.
Provision for exhaust fan and suitable electrical points for kitchen appliances.

Generator / Backup Power
All lights and fans points of the apartments and corridor shall be operating with the Generator during power failure except plug points like AC, Refrigerator, etc., (Capacity of Generator will depend on the number of apartments).

Elevators
Elevators of 6 or 8 passengers capacity as planned with stand by Generator.
Lift make: Johnson lifts

Telephone & Television
Telephone points and Cable TV point shall be provided in living and all bedrooms.

Water Supply
24 hours water supply from Bore well, in addition to municipal water supply with the help of storage tanks of suitable capacity.
Water Softener shall be provided to reduce the hardness of the bore water.

Common Areas
Corridor and staircase are with marble/granite flooring
Corridor is provided with false ceiling.
Upto 8 ft height tile cladding for corridor walls.

Security system
Door video cameras are provided at each apartment forsecurity purpose.
                ","
														 
														58.68L  - 82.93L 							",Ameerpet,
Happy Homes Paradise,,Ready-to-move,"[{u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t \n\t\t\t\t\t\t\t\t\t\t\t\t\t\t37.62L \t\t\t\t\t\t\t', u'Super Built-Up Area': u'1075 sq.ft', u'Unit Types': u'\n\t\t\t\t\t\t\t\t2 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Yes\n\t\t\t\t\t\t\t'}, {u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t \n\t\t\t\t\t\t\t\t\t\t\t\t\t\t39.37L  - 56L \t\t\t\t\t\t\t', u'Super Built-Up Area': u'1125 - 1600 sq.ft', u'Unit Types': u'\n\t\t\t\t\t\t\t\t3 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Yes\n\t\t\t\t\t\t\t'}]","
								3 BHK Apartment
								Availability*: Yes
							",,https://www.commonfloor.com/happy-homes-paradise-hyderabad/povp-bgoh74,By Happy Home in Ameerpet,,Possession: Dec-2017,"{u'Outdoor Games': u'Play Area', u'Green Living': u'Rain Water Harvesting', u'Convenience': u'24Hr Backup Electricity', u'Infrastructure': u'Earthquake Resistant', u'Network & Connectivity': u'Intercom', u'Indoor Games': u'Indoor Games', u'Safety & Security': u'Security', u'Fitness': u'Gymnasium                            \n                                \n                                Jogging Track                            \n                                \n                                Meditation Hall                            \n                                \n                                Yoga, Aerobics and Meditation Room', u'Recreation': u'Senior Citizen Park', u'Water Supply': u'24Hr Water Supply'}",,1125 - 1600 sq.ft,,"
														 
														39.37L  - 56L 							",Ameerpet,
HV RNR Heights,,Ongoing,"[{u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'1228 sq.ft', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t \n\t\t\t\t\t\t\t\t\t\t\t\t\t\t38.37L \t\t\t\t\t\t\t', u'Super Built-Up Area': u'1535 sq.ft', u'Unit Types': u'\n\t\t\t\t\t\t\t\t3 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Yes\n\t\t\t\t\t\t\t'}]","
								3 BHK Apartment
								Availability*: Yes
							",,https://www.commonfloor.com/hv-rnr-heights-hyderabad/povp-rqk8um,By HV Constructions in Pocharam,,Possession: Dec-2018,"{u'Outdoor Games': u'Play Area', u'Convenience': u'Lift                            \n                                \n                                24Hr Backup Electricity', u'Infrastructure': u'Earthquake Resistant                            \n                                \n                                Vaastu / Feng Shui', u'Water Supply': u'24Hr Water Supply', u'Network & Connectivity': u'Intercom', u'Green Living': u'Rain Water Harvesting', u'Safety & Security': u'CCTV Cameras                            \n                                \n                                Security', u'Recreation': u'Senior Citizen Park', u'Landscape': u'Landscaped Garden', u'Waste Management': u'Drainage and Sewage Treatment'}",,1535 sq.ft,"
                                          GeneralSTRUCTURE 

• R.C.0 framed structure with seismic resistant design Bharathi Cement & Sree / Sarwotham High yield TMT steel. 

SUPER STRUCTURE 

• External 9"" and Internal of 4 %"" thick walls with light weight red brick in cement mortor. • Compound wall with solid cement brick. 

PLASTERING 

• Internal Two coats, with sponge finishing. • External Two coats, with sponge finishing. 

DOORS AND WINDOWS 

• Main Door : Frame and Shutters with Best Teak Wood with S.S. fittings. 
• Internal Doors : Medium teak wood frames with design flush door shutters with painting and S.S. fittings. 
• Windows : All windows are UPVC with glass doors and safety iron grills. 

FLOORING 

• Vitrified tiles of 24""x24"" size of branded company for Hall, Dining, Bed Rooms kitchen and balcony. 
• External flooring within the compound wall is of PCC flooring, and Parking Tiles in Drive Ways. 
• Common area and steps with Marble/granite with 18 gauge Stainless Steel Railing of regular design. 

KITCHEN 

• Granite platform with Stainless Steel sink with Granite/ the dado up to 2' height. 
• Provision for exhaust fan/Chimney. 
• Separate taps for bore well water and drinking water. • Provision for water filter. 

TOILETS 

• All toilets with Anti skid ceramic tile flooring and 6' 6"" wall cladding with digital tiles of branded company. 
• WC or EWC in attached toilet and Indian WC in common toilet of branded company. • Hot and cold wall mixture with shower in all toilets. 
• CPVC pipeline Ashirvad /Supreme with standard tap fittings, and Drainage pipe line with rigid P V C fittings. 
• Hindware / Jaguar or Equivalent tap fittings. 
• Geyser provision will be provided in all toilets.

ELECTRICAL

• Adequate electrical points with Concealed copper wiring (Polycois I Anchor or equivalent made). 
• Three-phase power supply for each flat. 
• Transformer • Two ways switches will be provided in Master Bed room & Children Bed Room. 
• TV provision will be provided in Hall & Master Bedroom. 
• Computer power point and internet wiring will be given in children bedroom. 
• AC Provision will be given in all bedrooms. 
• Telephone wiring will be provided. 
• Anchor Roma /Polycab or equivalent made Modular electrical switches will be provided. 
• Inverter provision will be provided. 
• Washing machine provision will be provided. 

PAINTING 

• Internal : Asian Premium Emulsion paint with roller finishing over Birla/ Asian Putty. • External : Elevation Putty or Texture finishing with apex paints and all other sides with ACE Paints. 

OTHERS 

• The Owner /buyer is free to make necessary internal alterations in the specifications or plan to suit his requirements. Extra cost for all such alterations should be borne by the purchaser /Owner. 
• Registration charges, VAT, Service Tax, house assessment charges and other statutory taxes/charges of State & Central Govt should be borne by the Owner/purchaser 
 
                ","
														 
														38.37L 							",Pocharam,
Rami Laxmi Ram Paradise,,Ready-to-move,"[{u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t \n\t\t\t\t\t\t\t\t\t\t\t\t\t\t1.51Cr  - 2.23Cr \t\t\t\t\t\t\t', u'Super Built-Up Area': u'2170 - 3200 sq.ft', u'Unit Types': u'\n\t\t\t\t\t\t\t\t4 BHK Villa\n\t\t\t\t\t\t\t\tAvailability*: Yes\n\t\t\t\t\t\t\t'}]","
								4 BHK Villa
								Availability*: Yes
							",,https://www.commonfloor.com/rami-laxmi-ram-paradise-hyderabad/povp-l7gm1p,By Rami Reddy Constructions in Attapur,,Possession: May-2018,"{u'Outdoor Games': u'Play Area', u'Safety & Security': u'CCTV Cameras                            \n                                \n                                Security', u'Infrastructure': u'Vaastu / Feng Shui', u'Fitness': u'Swimming Pool                            \n                                \n                                Gymnasium', u'Green Living': u'Rain Water Harvesting', u'Network & Connectivity': u'Intercom', u'Convenience': u'24Hr Backup Electricity', u'Recreation': u'Club House                            \n                                \n                                Senior Citizen Park                            \n                                \n                                Banquet Hall', u'Landscape': u'Landscaped Garden'}",,2170 - 3200 sq.ft,"
                                          GeneralSTRUCTURE: 

G   2, R.C.C. framed structure with M-20 Grade concrete, Fe 500 Grade TMT steel.

WALLS: 

9"" thick AAC block masonry for external walls.
4"" thick AAC block masonry for internal walls.
AAC blocks from ultratech or equivalent make

DOORS: 

Teakwood door frame for main door and designer teak vinyl flush door with brass fittings. All internal doors with teakwood frames with designer moulded skin shutters with brass fittings.

WINDOWS: 

UPVC 3-track windows with safety grills and provision for mosquito mesh.

FLOORING: 

800 mm X 1200 mm vitrified tiles with 4"" skirting of reputed brand for hall, dining, kitchen and bedrooms. 12""x12"" ceramic tile flooring for balconies and utility.

PLASTERING: 

External walls with double-coat sponge finish. Internal walls with Gypsum plaster of Saint Gobain.

PAINTING: 

Two coats luppam finish with birla putty and Emulsion paint for internal walls. External wall with Birla putty and texture (as Suggested by the Architects) with Asian paints ACE or equivalent.

TOILETS: 

Anti-skid ceramic tile flooring with glazed tile dado up to 7' height with white colour Kohler or equivalent make EWC and washbasin.

ELECTRICALS: 

Concealed copper wiring of Finolex make with branded modular switches from Legrand, GM, Havells or equivalent.

Generator Back-Up: 

Common Areas and club house: common area lighting, and motors 
Villas: Fan and light in each room and TV point in living rooms.

WATER SUPPLY: 

Adequate usage water supply through bore wells and HMWSSB water connections.

PLUMBING: 

Ashirwad/Astral Flow Guard CPVC plumbing system with provision for solar geyser.

COMMUNICATION: 

Individual telephone and TV points in living rooms and all bedrooms.

INTERCOM: 

Amongst all villas and security cabin
 
                ","
														 
														1.51Cr  - 2.23Cr 							",Attapur,
Shanta Sriram Pinnacle,,Ongoing,"[{u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t \n\t\t\t\t\t\t\t\t\t\t\t\t\t\t81.55L  - 90.65L \t\t\t\t\t\t\t', u'Super Built-Up Area': u'1165 - 1295 sq.ft', u'Unit Types': u'\n\t\t\t\t\t\t\t\t2 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Yes\n\t\t\t\t\t\t\t'}, {u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t \n\t\t\t\t\t\t\t\t\t\t\t\t\t\t91L  - 1.01Cr \t\t\t\t\t\t\t', u'Super Built-Up Area': u'1300 - 1455 sq.ft', u'Unit Types': u'\n\t\t\t\t\t\t\t\t3 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Yes\n\t\t\t\t\t\t\t'}]","
								3 BHK Apartment
								Availability*: Yes
							",,https://www.commonfloor.com/shanta-sriram-pinnacle-hyderabad/povp-16urgp,By Shanta Sriram Construction Pvt Ltd in Ameerpet,,Possession: Mar-2020,"{u'Indoor Games': u'Indoor Games', u'Recreation': u'Community Hall', u'Convenience': u'Lift                            \n                                \n                                24Hr Backup Electricity', u'Safety & Security': u'CCTV Cameras                            \n                                \n                                Security'}",,1300 - 1455 sq.ft,,"
														 
														91L  - 1.01Cr 							",Ameerpet,
Ace Park View,,Ready-to-move,"[{u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\t\t\t\t\t\t\t', u'Super Built-Up Area': u'NA', u'Unit Types': u'\n\t\t\t\t\t\t\t\t2 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}, {u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\t\t\t\t\t\t\t', u'Super Built-Up Area': u'NA', u'Unit Types': u'\n\t\t\t\t\t\t\t\t3 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}]","
								3 BHK Apartment
								Availability*: Sold out
							",,https://www.commonfloor.com/ace-park-view-hyderabad/povp-vudakx,By  in Saroor Nagar,,,{},,NA,,"
														NA							",Saroor Nagar,
Sunshine Habitat,,Ready-to-move,"[{u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\t\t\t\t\t\t\t', u'Super Built-Up Area': u'NA', u'Unit Types': u'\n\t\t\t\t\t\t\t\t2 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}, {u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\t\t\t\t\t\t\t', u'Super Built-Up Area': u'NA', u'Unit Types': u'\n\t\t\t\t\t\t\t\t3 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}]","
								3 BHK Apartment
								Availability*: Sold out
							",,https://www.commonfloor.com/sunshine-habitat-hyderabad/povp-u32ho2,By  in LB Nagar,,,{},,NA,,"
														NA							",LB Nagar,
Sri krishna Towers,,Ready-to-move,"[{u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\t\t\t\t\t\t\t', u'Super Built-Up Area': u'NA', u'Unit Types': u'\n\t\t\t\t\t\t\t\t2 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}, {u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\t\t\t\t\t\t\t', u'Super Built-Up Area': u'NA', u'Unit Types': u'\n\t\t\t\t\t\t\t\t3 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}]","
								3 BHK Apartment
								Availability*: Sold out
							",,https://www.commonfloor.com/sri-krishna-towers-hyderabad/povp-uehbya,By  in Saroor Nagar,,,{},,NA,,"
														NA							",Saroor Nagar,
Sumadharas Pristage,,Ready-to-move,"[{u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\t\t\t\t\t\t\t', u'Super Built-Up Area': u'NA', u'Unit Types': u'\n\t\t\t\t\t\t\t\t2 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}, {u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\t\t\t\t\t\t\t', u'Super Built-Up Area': u'NA', u'Unit Types': u'\n\t\t\t\t\t\t\t\t3 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}]","
								3 BHK Apartment
								Availability*: Sold out
							",,https://www.commonfloor.com/sumadharas-pristage-hyderabad/povp-z9sc6g,By  in Saroor Nagar,,,{},,NA,,"
														NA							",Saroor Nagar,
Shakunthala Apartment,,Ready-to-move,"[{u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\t\t\t\t\t\t\t', u'Super Built-Up Area': u'981 - 1086 sq.ft', u'Unit Types': u'\n\t\t\t\t\t\t\t\t2 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}, {u'Floor Plans': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t', u'Carpet Area': u'NA', u'Live-in Tour': u'\n\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t', u'Price': u'\n\t\t\t\t\t\t\t\t\t\t\t\t\t\tNA\t\t\t\t\t\t\t', u'Super Built-Up Area': u'1484 sq.ft', u'Unit Types': u'\n\t\t\t\t\t\t\t\t3 BHK Apartment\n\t\t\t\t\t\t\t\tAvailability*: Sold out\n\t\t\t\t\t\t\t'}]","
